Feature_1,Feature_2,Label
0.31125265,0.18543656,0
0.6699441,0.39350778,1
0.16505766,0.37189803,0
0.2125689,0.6828391,0
0.34804896,0.64019024,1
0.9184276,0.6465789,0
0.2260231,0.7848117,0
0.15483552,0.62596816,0
0.7219505,0.82752246,0
0.20690908,0.63800395,0
0.6033511,0.39848113,1
0.91708213,0.51079774,0
0.6986701,0.65838915,1
0.63368326,0.5558856,1
0.6707529,0.15987979,0
0.6418898,0.41923538,1
0.30902064,0.5390793,1
0.3773013,0.381586,1
0.5945785,0.9119103,0
0.31374884,0.56964326,1
0.3281996,0.4324381,1
0.14421937,0.4855225,0
0.23227197,0.7941538,0
0.876959,0.41202697,0
0.64598,0.49734783,1
0.49860647,0.2771502,1
0.27160874,0.5649736,1
0.90696216,0.6640448,0
0.30732062,0.1887993,0
0.42996812,0.16056478,0
0.7936972,0.12322266,0
0.6562414,0.6856796,1
0.90296644,0.54543674,0
0.55641925,0.13979584,0
0.24373221,0.702099,0
0.38959026,0.35776258,1
0.5062917,0.71055675,1
0.13913652,0.35296044,0
0.29674426,0.45620644,1
0.6617878,0.21657515,0
0.64571655,0.5207831,1
0.59325564,0.83564043,0
0.27234665,0.26344618,0
0.66193503,0.6508967,1
0.61669636,0.68455577,1
0.9140501,0.45862156,0
0.58544415,0.3507352,1
0.14261715,0.54392344,0
0.4320868,0.6433437,1
0.86580306,0.68376786,0
0.31702116,0.379612,1
0.17707562,0.5767059,0
0.34231335,0.4293897,1
0.52154815,0.70367193,1
0.7302931,0.6925892,1
0.6370987,0.18931344,0
0.49600887,0.13473803,0
0.83795005,0.7316718,0
0.6290062,0.22379218,0
0.199167,0.79703,0
0.2140949,0.35804993,0
0.5085945,0.2794191,1
0.68625224,0.8392625,0
0.21255913,0.41002083,0
0.88391685,0.38426438,0
0.85274816,0.61281097,0
0.34083214,0.5143278,1
0.6363667,0.15427826,0
0.5919205,0.6887039,1
0.6524339,0.34545752,1
0.70492715,0.6622835,1
0.37830085,0.40748337,1
0.2413818,0.541748,1
0.7035653,0.22542936,0
0.1865443,0.3424547,0
0.5671264,0.19299358,0
0.364381,0.678559,1
0.4910235,0.31351382,1
0.32539052,0.43217254,1
0.15104005,0.3441366,0
0.46496934,0.6848784,1
0.38387066,0.6506405,1
0.34773585,0.38405693,1
0.77389055,0.29005376,0
0.6320763,0.8734599,0
0.33805957,0.47036266,1
0.38943544,0.4274718,1
0.52860427,0.3586991,1
0.09880693,0.541231,0
0.6895163,0.48179466,1
0.3862365,0.5742203,1
0.16233467,0.7870122,0
0.5892896,0.5983131,1
0.25710687,0.1803566,0
0.7156704,0.557239,1
0.5931253,0.41869244,1
0.721087,0.43341056,1
0.26562533,0.88483125,0
0.6863542,0.1471544,0
0.43678907,0.32943022,1
0.6301453,0.44904724,1
0.92521507,0.46686834,0
0.5528197,0.690851,1
0.64806604,0.43868586,1
0.63487715,0.6213812,1
0.42616233,0.3656481,1
0.43758404,0.28936353,1
0.38124362,0.56262785,1
0.6584574,0.5743929,1
0.6792764,0.46739757,1
0.21918792,0.7493478,0
0.13970765,0.49698535,0
0.50391185,0.15840374,0
0.39155328,0.8405982,0
0.45295265,0.34883985,1
0.55164,0.10505694,0
0.15481263,0.68672276,0
0.54655147,0.29948306,1
0.14086474,0.4406978,0
0.7858839,0.27543983,0
0.63648164,0.2696198,1
0.32513618,0.6177029,1
0.38090855,0.35653096,1
0.15744808,0.37646347,0
0.25726694,0.7957946,0
0.6667301,0.41022733,1
0.57965744,0.6846594,1
0.38476986,0.31453145,1
0.7172034,0.5425987,1
0.6748677,0.18265343,0
0.39201373,0.4489886,1
0.66670305,0.35634783,1
0.63776904,0.43151867,1
0.3881151,0.35291672,1
0.5439634,0.8480093,0
0.72609735,0.8780673,0
0.5746895,0.6162626,1
0.26227194,0.82454425,0
0.67319226,0.09694219,0
0.3879536,0.6769158,1
0.5580021,0.8844291,0
0.37597173,0.6512271,1
0.64882624,0.3591615,1
0.17309068,0.29589182,0
0.5675077,0.91415507,0
0.33474782,0.48893082,1
0.66818666,0.847795,0
0.6219848,0.59787977,1
0.33999312,0.5523994,1
0.44688717,0.34871268,1
0.28622475,0.5212789,1
0.26765358,0.7788724,0
0.4037706,0.4176728,1
0.81970704,0.24394174,0
0.5730781,0.3181481,1
0.1862996,0.28195128,0
0.7306132,0.39240095,1
0.6716927,0.087407485,0
0.33124214,0.4066122,1
0.95063204,0.4641076,0
0.3691585,0.41897938,1
0.64670914,0.3849192,1
0.82121944,0.79482293,0
0.77306,0.67789316,0
0.5514888,0.8666739,0
0.5737099,0.29745203,1
0.16181618,0.7318052,0
0.4551682,0.11553572,0
0.5550686,0.2880747,1
0.6339027,0.41891003,1
0.70736915,0.5241206,1
0.41745558,0.7980626,0
0.8331781,0.39098835,0
0.8544384,0.41356298,0
0.4134355,0.8767633,0
0.5331499,0.6929023,1
0.50733435,0.94865716,0
0.2324718,0.4436965,1
0.4663796,0.68847835,1
0.5363566,0.10675209,0
0.8340864,0.29030776,0
0.3771111,0.59340763,1
0.5575662,0.37498567,1
0.3718654,0.2109668,0
0.36551774,0.34864858,1
0.43314442,0.2608959,1
0.6842485,0.48334724,1
0.31615382,0.41290134,1
0.8722379,0.53778964,0
0.5820059,0.6961666,1
0.3201083,0.8207908,0
0.605395,0.35930797,1
0.88993675,0.63562834,0
0.7263161,0.7569168,0
0.343169,0.53870213,1
0.5368393,0.7475656,1
0.42104873,0.3185425,1
0.13001104,0.31415507,0
0.4839856,0.6816123,1
0.19017339,0.24798921,0
0.2620565,0.75514346,0
0.4901834,0.67661333,1
0.19449496,0.60946405,0
0.467279,0.32239434,1
0.3521011,0.84426284,0
0.2020064,0.2556872,0
0.34786266,0.49880946,1
0.5973029,0.30986407,1
0.6981012,0.5724685,1
0.7415109,0.5428741,1
0.57569945,0.7960385,1
0.68108064,0.24529104,0
0.6435056,0.367184,1
0.56572884,0.13373916,0
0.5741666,0.34011137,1
0.3276594,0.4560029,1
0.5158928,0.6674703,1
0.18548015,0.36677396,0
0.26140434,0.2107919,0
0.15152526,0.6783089,0
0.7795581,0.25713307,0
0.28562295,0.58007425,1
0.689222,0.13960281,0
0.5941902,0.97077155,0
0.32886344,0.57470375,1
0.4301938,0.26587996,1
0.59185344,0.6727288,1
0.6552096,0.15626365,0
0.85594857,0.38509998,0
0.5381332,0.36963746,1
0.79485327,0.7413503,0
0.8306066,0.704,0
0.49180764,0.6873371,1
0.3959126,0.42467535,1
0.22669503,0.26714116,0
0.58010554,0.35878062,1
0.27019367,0.23836383,0
0.49698126,0.7058528,1
0.8157999,0.71413916,0
0.6512228,0.40420327,1
0.4090147,0.15469407,0
0.7366899,0.48375154,1
0.397625,0.09644063,0
0.4540014,0.40251654,1
0.1131724,0.67943144,0
0.5023875,0.6876506,1
0.32467803,0.62141913,1
0.75353235,0.22864762,0
0.49078557,0.32375705,1
0.26317346,0.43077752,1
0.24665722,0.6008865,1
0.39988303,0.6377573,1
0.6222985,0.11910671,0
0.81132245,0.7158447,0
0.2878111,0.89690006,0
0.40681967,0.36891454,1
0.6195839,0.3953685,1
0.6663178,0.39700744,1
0.23383139,0.24437985,0
0.5505924,0.20394047,0
0.41944757,0.6589794,1
0.62896246,0.6897039,1
0.56882393,0.7353151,1
0.58497804,0.61114043,1
0.74899,0.70610017,0
0.4255383,0.358755,1
0.36244455,0.42858145,1
0.61760676,0.5756883,1
0.25488347,0.49677455,1
0.32666633,0.19143753,0
0.5176767,0.8750191,0
0.5537911,0.7313083,1
0.7004831,0.4960422,1
0.7193035,0.19098642,0
0.476937,0.3630237,1
0.74352884,0.48219976,1
0.7317195,0.5685651,1
0.4588194,0.71353334,1
0.5376966,0.38105354,1
0.79751885,0.30399114,0
0.421513,0.07387394,0
0.84626067,0.6778521,0
0.36789975,0.08575304,0
0.24901867,0.17101626,0
0.58177906,0.35342154,1
0.7375631,0.7635275,0
0.441105,0.7024626,1
0.7769842,0.31840938,0
0.39055026,0.31610546,1
0.18180186,0.20139888,0
0.1237171,0.648271,0
0.30115053,0.4925147,1
0.7065798,0.82832074,0
0.6052091,0.29936013,1
0.49693608,0.7239324,1
0.56932104,0.70567036,1
0.9113227,0.51725614,0
0.84702206,0.36137846,0
0.6921195,0.66660506,1
0.13904728,0.64329886,0
0.2856516,0.7935167,0
0.4773591,0.13126664,0
0.3984543,0.81308764,0
0.3931739,0.6621199,1
0.36379614,0.555907,1
0.8712395,0.70930225,0
0.5731831,0.32610446,1
0.64384013,0.62320435,1
0.35867998,0.8084663,0
0.70513463,0.467877,1
0.23317228,0.27690098,0
0.18221639,0.31435314,0
0.7020954,0.52570236,1
0.65631163,0.64819694,1
0.65635294,0.6191181,1
0.08905093,0.57828677,0
0.8970627,0.6056631,0
0.31488156,0.5322288,1
0.6220062,0.37339386,1
0.27830422,0.7437155,0
0.613928,0.5190509,1
0.72023517,0.8104436,0
0.29478794,0.18089534,0
0.374202,0.5989901,1
0.6235683,0.4119665,1
0.60798824,0.6466552,1
0.447401,0.05254902,0
0.7322889,0.50044227,1
0.6964452,0.5201641,1
0.6181862,0.61985224,1
0.5053441,0.266292,1
0.5987886,0.7096924,1
0.34159166,0.5037398,1
0.8695699,0.5628419,0
0.6645145,0.60504806,1
0.73736,0.50010914,1
0.07712482,0.502257,0
0.3646372,0.46273893,1
0.70438486,0.84233385,0
0.27054924,0.70277476,0
0.1305766,0.58840764,0
0.6440955,0.35081518,1
0.8384353,0.38979888,0
0.7558998,0.477369,1
0.6521301,0.17340243,0
0.6451592,0.49905893,1
0.6582618,0.33370027,1
0.40903115,0.6345525,1
0.46965858,0.27574572,1
0.2961915,0.5131989,1
0.39320552,0.12083861,0
0.46696252,0.66874015,1
0.34078792,0.14592965,0
0.7071196,0.5990772,1
0.6684959,0.602119,1
0.6619445,0.5827938,1
0.87659776,0.48179704,0
0.15540078,0.6041276,0
0.5538527,0.1357674,0
0.9181884,0.36105335,0
0.26469913,0.80026925,0
0.85441977,0.34363416,0
0.8185116,0.5317983,0
0.6422518,0.31843713,1
0.37604424,0.7940805,0
0.86974096,0.5267689,0
0.4229198,0.57562846,1
0.39912167,0.12501612,0
0.32889506,0.594736,1
0.39513543,0.47690845,1
0.64637965,0.40953195,1
0.42168692,0.38417828,1
0.46920514,0.35180345,1
0.5697348,0.66824335,1
0.39947203,0.91386545,0
0.8737882,0.35254604,0
0.8758227,0.3319474,0
0.6422167,0.1753526,0
0.6499152,0.14592485,0
0.4240402,0.8558422,0
0.40052298,0.25841114,1
0.67315036,0.5611736,1
0.5249723,0.36460984,1
0.71549976,0.5690482,1
0.37654424,0.6102358,1
0.32205823,0.61481744,1
0.16179195,0.35910434,0
0.57702965,0.19128157,0
0.65112275,0.638094,1
0.50588244,0.32129398,1
0.36285046,0.41851673,1
0.59011763,0.6497286,1
0.7184066,0.54262733,1
0.5027924,0.69878894,1
0.88389677,0.47658238,0
0.5474851,0.36863187,1
0.652507,0.3912152,1
0.49894652,0.64093566,1
0.71259665,0.59571004,1
0.8369547,0.28651676,0
0.7398321,0.18166019,0
0.26461706,0.7189992,0
0.21008503,0.34765318,0
0.59700817,0.7386324,1
0.23769808,0.8485443,0
0.3991767,0.3711461,1
0.5892751,0.36092907,1
0.43813664,0.39900175,1
0.6435738,0.43405724,1
0.51929784,0.8245845,0
0.7053815,0.15996216,0
0.75852567,0.30441043,0
0.5282887,0.115386955,0
0.197076,0.26939955,0
0.44763267,0.84909135,0
0.6895292,0.5757207,1
0.7120257,0.54599357,1
0.6367271,0.38224387,1
0.5859835,0.6527248,1
0.4758619,0.8945255,0
0.45350608,0.34678137,1
0.29917285,0.5324685,1
0.17164749,0.51574385,0
0.37679943,0.7118412,1
0.46567184,0.16475613,0
0.6096351,0.18980424,0
0.5167662,0.089909464,0
0.3215854,0.37922525,1
0.26705474,0.57257015,1
0.41401824,0.4334571,1
0.44777834,0.9295221,0
0.3758099,0.57842696,1
0.3670935,0.13371153,0
0.71294475,0.4849581,1
0.8609519,0.6253315,0
0.67632914,0.8311059,0
0.84569645,0.526514,0
0.59940225,0.6583051,1
0.60652006,0.84464556,0
0.9062443,0.5112071,0
0.48445675,0.16271846,0
0.3642343,0.5821996,1
0.5599634,0.8345253,0
0.4549491,0.36745924,1
0.41379938,0.6524332,1
0.3991461,0.4087814,1
0.61549914,0.41036728,1
0.67665285,0.8775802,0
0.4213624,0.715558,1
0.25203854,0.5188918,1
0.13532689,0.653665,0
0.8548993,0.42065245,0
0.3790229,0.96058786,0
0.289548,0.8256813,0
0.33772925,0.6218242,1
0.36864477,0.6589867,1
0.6612361,0.91364646,0
0.3632266,0.36842486,1
0.34377843,0.5844084,1
0.33647603,0.5195108,1
0.5606937,0.645483,1
0.38684264,0.3982144,1
0.24960306,0.27811885,0
0.6150597,0.40312928,1
0.66177374,0.4301409,1
0.5173983,0.32158223,1
0.55185544,0.321064,1
0.32000825,0.52279717,1
0.3855926,0.8629209,0
0.24483468,0.8883689,0
0.7039267,0.44360515,1
0.60463464,0.799451,0
0.6371258,0.49575317,1
0.23568732,0.2336883,0
0.6218909,0.16388749,0
0.8261387,0.6777788,0
0.4737799,0.32853776,1
0.64728355,0.82924026,0
0.914982,0.5034437,0
0.18564464,0.3177973,0
0.17164107,0.34431836,0
0.18895204,0.75335795,0
0.82917476,0.2806289,0
0.659975,0.49651214,1
0.31381312,0.26917896,0
0.6043939,0.40229824,1
0.28314957,0.62639016,1
0.8200418,0.74987096,0
0.7762403,0.8337568,0
0.9138318,0.53278655,0
0.8370387,0.43560687,0
0.32126987,0.5243308,1
0.7697909,0.72483814,0
0.39205036,0.3825142,1
0.8619114,0.68681556,0
0.89227617,0.65228647,0
0.42483672,0.6628795,1
0.799626,0.31789663,0
0.1831113,0.46236998,0
0.145492,0.40304315,0
0.4165564,0.63707256,1
0.60565203,0.679716,1
0.57061857,0.3445046,1
0.52863955,0.1802618,0
0.3829358,0.8621895,0
0.7362786,0.6707125,1
0.55257034,0.68357986,1
0.37777534,0.4540655,1
0.8619608,0.5772863,0
0.7615572,0.2983917,0
0.33607456,0.3525285,1
0.669706,0.3874477,1
0.28818676,0.53657246,1
0.85030615,0.46715692,0
0.4732395,0.7163938,1
0.5952942,0.3525468,1
0.4703181,0.8920949,0
0.44709662,0.37098914,1
0.5601528,0.31416962,1
0.65867704,0.61712104,1
0.9091812,0.61960447,0
0.46177778,0.64915323,1
0.6605358,0.41170645,1
0.42514747,0.32433078,1
0.21297468,0.69597095,0
0.27375382,0.5281963,1
0.37449643,0.89346516,0
0.69956416,0.22590579,0
0.6224214,0.20983161,0
0.6738358,0.4271493,1
0.6425208,0.108159415,0
0.8718106,0.50651544,0
0.50773376,0.8829165,0
0.57862175,0.25939226,1
0.4115534,0.19911906,0
0.6004579,0.64739954,1
0.73109794,0.25924772,0
0.711474,0.24475585,0
0.2961323,0.23412743,0
0.68467814,0.5925983,1
0.16963816,0.48075327,0
0.8092287,0.62377125,0
0.72134084,0.45669258,1
0.5990906,0.632805,1
0.89163077,0.624111,0
0.49241015,0.3864642,1
0.58928937,0.35912913,1
0.61882216,0.84134555,0
0.2706812,0.22014606,0
0.36767203,0.66116107,1
0.53430605,0.1374383,0
0.425144,0.0956877,0
0.4604119,0.6201816,1
0.5880262,0.8804317,0
0.7848407,0.21592867,0
0.30447024,0.54560155,1
0.35172355,0.18769431,0
0.5333643,0.94516844,0
0.9270309,0.5752085,0
0.4821727,0.37027243,1
0.6738155,0.650281,1
0.0944836,0.49900407,0
0.6568754,0.5537892,1
0.619421,0.6814347,1
0.22692156,0.2738765,0
0.24628516,0.25268975,0
0.44003716,0.2734319,1
0.8587843,0.57562846,0
0.599678,0.63135165,1
0.43071994,0.30837923,1
0.89068514,0.4727321,0
0.17587042,0.67484665,0
0.15640114,0.6318631,0
0.31149474,0.22728255,0
0.13133195,0.56542975,0
0.65515065,0.18012111,0
0.22825545,0.316673,0
0.42572394,0.22381772,0
0.50408924,0.7031072,1
0.62957466,0.19030026,0
0.2748954,0.7309672,0
0.86694443,0.5579187,0
0.10910692,0.3684555,0
0.09218649,0.49885967,0
0.6724111,0.4804551,1
0.6138872,0.096129425,0
0.74825543,0.5006758,1
0.6779231,0.8250805,0
0.15672301,0.45345947,0
0.37163,0.5245778,1
0.7174226,0.19756079,0
0.40393797,0.69688666,1
0.35753587,0.61110044,1
0.71306956,0.48569676,1
0.6435078,0.8232579,0
0.5451282,0.32102314,1
0.4648434,0.14303516,0
0.66453725,0.2567197,0
0.70320034,0.67338306,1
0.60358775,0.1312526,0
0.71897715,0.40258092,1
0.24601251,0.2553933,0
0.862617,0.3101191,0
0.17965184,0.35966048,0
0.51748073,0.73028046,1
0.8420104,0.3348464,0
0.4364693,0.30224383,1
0.5445272,0.35189977,1
0.5023588,0.7017371,1
0.81104803,0.5959096,0
0.94552535,0.5269663,0
0.34763855,0.62388974,1
0.66596293,0.838955,0
0.31382352,0.20539767,0
0.7190182,0.50375766,1
0.6108717,0.8741662,0
0.12378516,0.49024755,0
0.32209355,0.4311782,1
0.40299875,0.3341215,1
0.74758655,0.48710385,1
0.86404145,0.6735676,0
0.69119704,0.42847565,1
0.42423457,0.34762642,1
0.1896279,0.7428287,0
0.64931315,0.46693113,1
0.33523878,0.55899656,1
0.23217665,0.738195,0
0.8198939,0.437494,0
0.33636096,0.877353,0
0.5321182,0.12747063,0
0.72546667,0.15097713,0
0.49634594,0.6549931,1
0.5760181,0.3159257,1
0.3705838,0.48711172,1
0.7475859,0.70626485,0
0.14668345,0.35787475,0
0.18893996,0.43231767,0
0.74063265,0.54601455,1
0.36083406,0.3473935,1
0.41105065,0.68522084,1
0.33159345,0.9036493,0
0.5196152,0.14909521,0
0.4465826,0.2716513,1
0.46176594,0.30518487,1
0.1782114,0.47861317,0
0.82027364,0.45209974,0
0.32531726,0.8372283,0
0.5194696,0.31791034,1
0.6145096,0.66751224,1
0.25523427,0.33114275,0
0.78265643,0.7283575,0
0.22643532,0.7618219,0
0.60770816,0.67060995,1
0.7893472,0.6868996,0
0.8795669,0.34665847,0
0.5434298,0.17356792,0
0.5519542,0.37467816,1
0.6307086,0.60012686,1
0.27205434,0.54047674,1
0.7054598,0.38551152,1
0.61827606,0.32926062,1
0.33524704,0.64193577,1
0.5521745,0.6322772,1
0.37472057,0.4648119,1
0.50549763,0.6310723,1
0.5950196,0.24334171,1
0.5036886,0.072319046,0
0.46612865,0.6729301,1
0.26618946,0.61799204,1
0.7999409,0.2800592,0
0.3522252,0.52941394,1
0.429308,0.68998516,1
0.22281554,0.18142106,0
0.6666628,0.48405305,1
0.33949956,0.5273379,1
0.8376246,0.35029057,0
0.5238531,0.90617925,0
0.9079931,0.48071355,0
0.62104505,0.17402564,0
0.23768555,0.29004815,0
0.5044702,0.34383607,1
0.68205565,0.1663913,0
0.8522405,0.4969971,0
0.53426653,0.34617874,1
0.79602647,0.2039661,0
0.10053741,0.6030249,0
0.27258107,0.24463885,0
0.40438983,0.17274708,0
0.13458118,0.5597561,0
0.63330185,0.84753823,0
0.16699103,0.31405705,0
0.69414896,0.6219593,1
0.12897338,0.5164619,0
0.7122562,0.5588835,1
0.83994293,0.72505796,0
0.4573648,0.8421831,0
0.45880175,0.8963071,0
0.66498554,0.9000534,0
0.6509681,0.5913354,1
0.6300534,0.31841603,1
0.70723563,0.3077971,0
0.5651768,0.3291805,1
0.7183664,0.46921536,1
0.35142377,0.8100769,0
0.36251727,0.508517,1
0.80815214,0.6635026,0
0.38232392,0.77384555,0
0.6131401,0.36786798,1
0.4214452,0.6742868,1
0.4479661,0.36791635,1
0.7121695,0.39073494,1
0.50759643,0.3202993,1
0.19594678,0.3422722,0
0.42508996,0.36552238,1
0.7183119,0.17669697,0
0.6755198,0.6542265,1
0.41673025,0.67874515,1
0.36087427,0.35900483,1
0.6343947,0.5879057,1
0.5860615,0.6269955,1
0.6627608,0.54220647,1
0.6698026,0.6442383,1
0.641872,0.4029752,1
0.19225888,0.36586216,0
0.45881066,0.12504965,0
0.26799423,0.19471397,0
0.34080926,0.64368796,1
0.22898206,0.2233111,0
0.4850991,0.868785,0
0.7982384,0.2970668,0
0.19312453,0.5223139,0
0.30644828,0.16804886,0
0.26731247,0.22220963,0
0.5538019,0.945492,0
0.4041438,0.87668437,0
0.5493441,0.6850998,1
0.31136033,0.19031346,0
0.81421036,0.32931584,0
0.17575231,0.3817433,0
0.6326376,0.46206254,1
0.39397973,0.63109106,1
0.39918318,0.89783704,0
0.63645756,0.374892,1
0.6362197,0.17188899,0
0.28279698,0.81939304,0
0.3032168,0.16615257,0
0.83662194,0.22786176,0
0.32194996,0.536165,1
0.59716487,0.3061937,1
0.38089532,0.18187018,0
0.64620674,0.8603262,0
0.3054792,0.77680206,0
0.38808978,0.19601285,0
0.47300977,0.65287787,1
0.28758118,0.8205268,0
0.35544837,0.8593519,0
0.6554018,0.13404372,0
0.35354587,0.6210211,1
0.28202534,0.24831244,0
0.6893249,0.8407701,0
0.5285475,0.6910588,1
0.5843681,0.3358536,1
0.25824395,0.7704321,0
0.39097562,0.66511273,1
0.64835554,0.7988349,0
0.3874269,0.39878997,1
0.309082,0.63643235,1
0.58128655,0.6475284,1
0.11810841,0.42422923,0
0.62742215,0.33113912,1
0.30098474,0.5744645,1
0.29739985,0.124977194,0
0.867956,0.43886903,0
0.16663136,0.7174671,0
0.42661226,0.6523068,1
0.6318856,0.8556271,0
0.40999645,0.39048588,1
0.55073,0.14612094,0
0.8315177,0.70210105,0
0.9277915,0.38461277,0
0.6018111,0.3229909,1
0.46211377,0.37244856,1
0.7445814,0.2322606,0
0.64491695,0.6750138,1
0.16848679,0.37566862,0
0.70319253,0.4240012,1
0.5221042,0.66057104,1
0.2602819,0.32379055,0
0.36241582,0.51459044,1
0.7006842,0.5684547,1
0.51188534,0.7265289,1
0.3545941,0.3806835,1
0.46339354,0.32374364,1
0.4694626,0.33974245,1
0.17126527,0.34587803,0
0.7924837,0.26201138,0
0.30688152,0.5502174,1
0.8070218,0.7943763,0
0.79167235,0.6255765,0
0.45655736,0.6826002,1
0.36959788,0.55617803,1
0.66700876,0.55767,1
0.6663487,0.2948378,1
0.56191695,0.2891071,1
0.6898422,0.84857255,0
0.18726458,0.38917482,0
0.539111,0.14848866,0
0.6007339,0.6235672,1
0.17714643,0.36520106,0
0.4076051,0.21291104,0
0.04135833,0.35686547,0
0.5982208,0.6394206,1
0.6929579,0.43832484,1
0.74192905,0.4836181,1
0.64713305,0.65666306,1
0.23352233,0.31556296,0
0.16042224,0.27830037,0
0.865822,0.43413812,0
0.61516637,0.6929282,1
0.28884682,0.21983616,0
0.42325643,0.9233838,0
0.18874566,0.33312836,0
0.44483387,0.63547564,1
0.1630807,0.5975146,0
0.5151821,0.3537809,1
0.22570458,0.7079117,0
0.5839666,0.35565022,1
0.5397108,0.38123333,1
0.72854185,0.17015666,0
0.36453715,0.8747191,0
0.786097,0.8095437,0
0.16148481,0.68569034,0
0.6822844,0.37568775,1
0.65348107,0.36804822,1
0.7175733,0.59972185,1
0.48005486,0.11060825,0
0.20069125,0.73519653,0
0.3047296,0.48999453,1
0.19550459,0.8331562,0
0.574679,0.71775234,1
0.7015516,0.55804574,1
0.5227665,0.8138887,0
0.61729276,0.42801204,1
0.5143387,0.21675129,0
0.83775324,0.3226515,0
0.63869256,0.15740348,0
0.24953322,0.83991104,0
0.66694105,0.5670934,1
0.17095204,0.51478577,0
0.39253187,0.8393078,0
0.39610308,0.65348804,1
0.87681246,0.47921458,0
0.7155891,0.58197355,1
0.32390663,0.8911128,0
0.39913237,0.3346137,1
0.34572688,0.44897223,1
0.257918,0.22697558,0
0.6944593,0.7899157,0
0.7215293,0.41387242,1
0.38147023,0.61338294,1
0.22872302,0.33755076,0
0.4870934,0.13682461,0
0.26079765,0.79900694,0
0.340992,0.6208794,1
0.7206807,0.76733536,0
0.4462358,0.8797789,0
0.7070486,0.49469888,1
0.87827015,0.4264007,0
0.672717,0.40929553,1
0.660948,0.5924363,1
0.06647808,0.47912753,0
0.66515267,0.1866852,0
0.5302266,0.71810734,1
0.17569062,0.63505334,0
0.3907171,0.40803728,1
0.34920135,0.9036052,0
0.6227348,0.41365638,1
0.18931404,0.6925203,0
0.4640134,0.39415362,1
0.49347186,0.81702495,0
0.6947339,0.4363471,1
0.33960167,0.4444552,1
0.1130639,0.47980726,0
0.6197854,0.63465804,1
0.45560196,0.678299,1
0.34382302,0.63299775,1
0.7011678,0.8406995,0
0.89226735,0.53435755,0
0.48729774,0.64411575,1
0.4971823,0.7387267,1
0.29268995,0.18413787,0
0.54926544,0.7168145,1
0.9098867,0.4235227,0
0.4041993,0.67090875,1
0.82224697,0.30066752,0
0.50628185,0.6897343,1
0.94969666,0.64832526,0
0.59968174,0.3251765,1
0.19728528,0.32484725,0
0.4281676,0.8665308,0
0.6316772,0.32614854,1
0.32062227,0.41137138,1
0.36646998,0.7388772,1
0.44676378,0.91722435,0
0.3871996,0.85012656,0
0.7244343,0.79563826,0
0.5039204,0.8930283,0
0.83438855,0.2822622,0
0.61828035,0.62173676,1
0.45937425,0.16575718,0
0.18745513,0.7962524,0
0.12554973,0.66511405,0
0.70985657,0.8198808,0
0.43467975,0.2731241,1
0.19017205,0.6342174,0
0.3257151,0.5775316,1
0.2498632,0.7755019,0
0.2218454,0.25037423,0
0.36699516,0.6015582,1
0.20628613,0.59563524,0
0.63868797,0.79809463,0
0.26461923,0.78142244,0
0.79655576,0.26536295,0
0.4324251,0.41101828,1
0.6661446,0.7147778,1
0.14195453,0.58935183,0
0.36980337,0.61344856,1
0.1880088,0.3739948,0
0.36917746,0.3948536,1
0.7198337,0.3916982,1
0.7229104,0.7638641,0
0.31372014,0.48783997,1
0.31277668,0.50258434,1
0.5773024,0.7405163,1
0.65643483,0.6549758,1
0.6302549,0.29096484,1
0.2223341,0.3093797,0
0.6572766,0.8783733,0
0.24024494,0.7734604,0
0.6426095,0.65940195,1
0.40801135,0.8796941,0
0.2640539,0.5256995,1
0.45669484,0.10330976,0
0.6451908,0.5982276,1
0.47307077,0.3369016,1
0.39587033,0.46349117,1
0.8838475,0.54437476,0
0.6892702,0.7986887,0
0.1709653,0.70627725,0
0.6293065,0.10421756,0
0.7607822,0.24645784,0
0.46381268,0.8728493,0
0.6193235,0.7145672,1
0.53720427,0.90102774,0
0.6103548,0.6260434,1
0.15624551,0.57246256,0
0.17286138,0.37853998,0
0.5522647,0.41398916,1
0.29476896,0.50761986,1
0.14815386,0.51256484,0
0.19828364,0.23422453,0
0.46964067,0.16684444,0
0.47508124,0.772549,1
0.9555518,0.4726674,0
0.6644754,0.64892364,1
0.8142131,0.6912066,0
0.37051708,0.8807861,0
0.17928696,0.34577215,0
0.3508789,0.36766928,1
0.85772854,0.34552604,0
0.5693755,0.35847178,1
0.7076965,0.51320815,1
0.735878,0.5167208,1
0.46359846,0.36932868,1
0.38743094,0.6277672,1
0.45395613,0.7593675,1
0.38839227,0.427946,1
0.8654669,0.6152996,0
0.8733868,0.5031763,0
0.22030321,0.3257707,0
0.24592577,0.80646276,0
0.41974604,0.63224095,1
0.36951122,0.4994995,1
0.34056813,0.5428754,1
0.7921966,0.6267302,0
0.6370073,0.30810237,1
0.84748393,0.58440155,0
0.8001141,0.6055627,0
0.56319565,0.20100033,0
0.4756386,0.6144947,1
0.47436428,0.3204859,1
0.40544647,0.87643665,0
0.41097152,0.11402042,0
0.7228946,0.64056545,1
0.3648846,0.5605029,1
0.81369287,0.83639497,0
0.3806967,0.8312119,0
0.50573146,0.3496385,1
0.18271872,0.772592,0
0.60942304,0.36842588,1
0.8288678,0.60614485,0
0.28296456,0.52974045,1
0.5324587,0.695173,1
0.41924945,0.27537864,1
0.6069226,0.75112975,1
